Age,Income,Credit_Score,Employment_Years,Debt_to_Income,Loan_Amount,Education,Marital_Status,Previous_Default,Default
22,70667,615,3,0.18805962105124474,4193,Bachelor,Single,No,0
18,8000,625,0,0.7935465172299556,7651,Bachelor,Single,No,1
34,9935,540,2,1.5405766579764644,11060,Graduate,Divorced,No,1
46,73371,542,6,1.0406126381565735,10539,Bachelor,Single,No,1
18,39979,539,11,0.7575204127945757,13456,High School,Single,No,1
18,46658,567,0,2.2314151161933,531,High School,Single,No,1
18,88719,300,2,0.029442714688732607,20284,Graduate,Married,No,1
61,43965,765,0,1.9449890029276409,7281,Bachelor,Single,No,1
53,73160,761,1,1.7750204700035481,6026,High School,Married,No,1
47,59263,409,1,0.8954395585418427,3534,High School,Divorced,No,1
53,8000,850,2,1.3913335825153124,2754,Graduate,Single,No,1
80,30975,533,4,1.8030156197652745,22657,High School,Married,No,1
85,24283,501,0,1.458448296629757,33067,Graduate,Single,No,1
37,77633,506,5,0.10064272555502529,6113,Graduate,Married,No,1
47,61092,576,1,1.0106450826579874,1978,High School,Married,No,1
84,52491,676,1,2.3950415345949616,12198,High School,Single,No,1
44,41325,614,0,0.2072050373011538,500,Other,Single,No,0
47,39365,504,3,0.07837818401368668,11152,Bachelor,Married,No,1
48,19181,495,4,1.7134113518377794,16213,Bachelor,Married,No,1
26,73885,508,7,0.6275432817816662,7564,Graduate,Single,No,1
20,66024,586,0,0.9538910133380063,6546,Graduate,Married,Yes,0
47,55812,710,1,1.6588690959901335,8743,Other,Married,No,1
66,60684,300,2,0.7652812300635965,29954,Graduate,Married,No,1
37,63620,670,0,1.2290395233131495,10656,Bachelor,Single,Yes,1
52,39687,610,2,0.6900390548720796,10927,High School,Married,No,0
90,56235,560,1,2.1075797622763455,29010,Graduate,Married,No,1
65,60463,487,1,1.3545536707181722,20196,Bachelor,Single,No,1
53,64225,623,4,1.1084950195458343,1356,Bachelor,Married,No,1
59,73499,626,0,0.9252807355278564,8744,Graduate,Married,No,0
23,38381,681,1,1.6441167189505972,10358,High School,Divorced,No,1
24,49290,646,1,1.0656856807847401,5274,Bachelor,Single,Yes,1
50,79533,645,1,0.9857226259774855,500,High School,Married,No,0
90,38942,480,1,1.889053852287231,31894,Bachelor,Single,No,1
45,45885,685,1,1.4278717101832508,8816,High School,Divorced,No,1
18,29891,418,3,0.4698639126405968,5503,High School,Single,No,1
58,60870,815,3,2.2887389699921723,18329,High School,Divorced,No,1
72,66181,387,3,0.41707221967736363,40037,Bachelor,Divorced,No,1
37,41799,475,1,1.4499165967284326,13581,Graduate,Single,No,1
52,66539,444,1,3.0,25202,Bachelor,Married,No,1
48,68506,522,2,1.4358680482082842,1585,Other,Divorced,No,1
18,43493,300,0,0.9320635017810497,20602,Bachelor,Single,No,1
40,26345,432,0,0.08656895653822017,4527,High School,Married,No,1
28,25620,610,2,0.48883779900828706,4220,Graduate,Married,No,0
35,44316,552,5,0.5445260796446366,5181,High School,Single,No,0
56,73452,607,2,1.0807757026239888,4458,Other,Single,No,1
70,48963,638,8,2.0076706261436703,4355,High School,Single,No,1
43,48618,371,0,0.5370748679027857,16505,Other,Single,No,1
60,61889,666,4,1.8700742380572466,11285,High School,Married,No,1
62,78913,571,1,1.5289765778326667,9916,Graduate,Single,No,1
32,38316,458,0,0.44537824595922026,15615,Bachelor,Married,No,1
40,38729,463,0,0.4196590616922602,4023,Other,Married,No,1
52,25730,570,5,1.46815499848373,3564,High School,Single,No,1
49,8000,473,2,1.1499524770005478,5228,Bachelor,Married,No,1
29,56045,418,5,1.7764044208269172,13624,Other,Married,No,1
49,45768,661,2,1.5259886265714915,6101,Bachelor,Divorced,No,1
41,39777,555,4,0.3429968837503644,5124,Bachelor,Single,No,0
36,85329,588,5,1.0375650915996268,15897,Bachelor,Single,No,1
43,60117,528,0,0.8340957266265819,17563,Bachelor,Divorced,No,1
29,32666,481,4,0.7020080384961251,11209,Bachelor,Divorced,No,1
65,54012,758,0,2.0989516645588875,6048,Bachelor,Married,No,1
31,91159,345,3,1.2816255737132014,16385,Graduate,Married,No,1
69,54912,584,1,1.6882717265362865,11594,High School,Single,Yes,1
54,41322,561,3,2.1191027566618033,19382,High School,Married,No,1
18,10784,662,4,0.054341269144932536,4588,Other,Single,Yes,0
42,48859,504,1,1.3306159314194117,40700,Graduate,Single,No,1
43,62899,748,4,1.2416336536875645,14772,Bachelor,Married,No,1
25,43762,368,3,1.3911568562507344,12904,Bachelor,Single,No,1
18,58535,300,3,0.2641796028642658,16913,High School,Married,No,1
22,51540,300,4,1.0321204741033037,20016,High School,Divorced,No,1
58,65683,742,0,0.3800435724783223,1462,Bachelor,Single,No,1
55,49949,649,0,0.5256932272934229,7570,Bachelor,Divorced,No,0
52,52216,626,2,0.10495124793594324,6991,Bachelor,Divorced,No,0
46,39871,657,3,1.6796175905656887,10009,High School,Married,No,1
77,63349,426,4,1.554601667989387,24421,Other,Single,No,1
20,44763,448,3,0.5092314188284561,10795,Other,Single,No,1
40,85494,507,1,1.5889839423654935,17310,Bachelor,Married,No,1
39,72531,781,5,0.3002811928634955,579,Bachelor,Single,No,0
18,37595,578,2,0.48766842421090395,7229,High School,Single,No,0
42,46671,607,4,2.0240494189658897,4799,Graduate,Divorced,No,1
49,65879,766,2,2.6101300078139973,1200,Bachelor,Single,No,1
56,22094,695,1,2.2411496703905622,11314,High School,Married,No,1
34,8000,581,1,1.8286315015474477,6439,Graduate,Single,No,1
53,26014,604,0,1.21326847097824,500,Graduate,Married,No,1
67,71733,617,1,1.2144316778573454,15445,Graduate,Divorced,No,1
41,52310,474,0,2.0015623031211387,8378,Graduate,Single,No,1
61,61395,500,4,1.4075584541386736,10294,Bachelor,Single,No,1
23,60921,398,1,1.2886620712861807,12713,Bachelor,Married,No,1
27,75060,551,0,0.27878098292445697,6909,Graduate,Married,No,0
31,40791,816,0,1.010039848124938,5446,Graduate,Married,No,1
34,33955,759,3,0.43984961022670255,3218,High School,Single,No,0
70,26004,696,1,1.505718660034626,13621,High School,Single,No,1
57,71199,600,0,0.9012519336856024,15430,Bachelor,Divorced,No,0
39,20187,556,1,0.9128356276072,9568,Graduate,Divorced,Yes,0
63,19765,680,0,2.279763327777924,12430,Other,Married,No,1
65,51168,634,2,1.3256821892114194,14782,High School,Married,No,1
34,56859,612,1,0.9593153953331157,16090,Bachelor,Married,No,0
38,45063,572,0,0.14118126231505446,500,Bachelor,Married,No,0
75,65884,850,1,1.64360689765968,3438,Other,Single,No,1
54,26373,690,3,1.0730139474940472,26089,Graduate,Married,No,1
37,54293,610,2,1.355845254535606,2182,Graduate,Married,No,1
61,67958,435,1,0.8214953411616566,21211,Bachelor,Single,No,1
57,28354,753,2,1.5635342336199893,5638,Bachelor,Married,No,1
27,36826,589,1,0.05368007775122852,7834,High School,Married,No,0
48,58429,643,1,1.6844303812053107,4747,High School,Married,No,1
47,35586,669,4,0.3150477938456009,14326,Graduate,Married,Yes,1
38,55261,531,3,0.1879362600262776,1341,Graduate,Divorced,No,1
58,70240,611,3,0.6668462435641251,8567,Other,Single,No,0
68,50315,504,2,0.8038602174317402,27426,Other,Married,No,1
21,28181,533,1,0.9206875794677082,7361,Bachelor,Married,No,1
31,85372,581,6,0.5308725183185254,9061,Graduate,Married,No,0
19,21569,502,2,0.7415939321842699,8842,Graduate,Single,No,1
25,41412,443,0,1.0822129271441456,22167,Graduate,Single,No,1
56,64649,438,1,1.5227273105642487,7272,High School,Married,No,1
61,54155,518,0,0.9836985668785506,12746,Bachelor,Married,No,1
57,52203,510,2,0.6036152361202054,18348,High School,Married,No,1
69,33737,539,6,1.4717378719639824,16336,Other,Married,No,1
69,58950,567,1,0.7230600886394807,23241,Bachelor,Married,No,0
47,41608,713,4,1.131278447477878,3775,High School,Married,No,1
58,79607,472,0,1.1872515964446455,13453,Bachelor,Married,No,1
48,60742,483,6,0.41494530137375896,8033,Bachelor,Single,No,1
53,31526,479,2,1.10319056410004,4505,Bachelor,Married,No,1
31,76739,702,0,0.07409974887940085,1773,High School,Married,Yes,0
61,80952,400,2,0.6121152829845815,22484,Bachelor,Single,No,1
57,47431,423,3,0.7470377507005918,9542,Bachelor,Single,No,1
65,31358,300,3,0.34308033856778875,32535,Graduate,Single,No,1
41,62140,531,3,0.4869656248903922,2221,Bachelor,Divorced,No,1
71,61057,539,4,1.5302393940551915,15446,Graduate,Single,No,1
36,41019,427,1,0.3098099026418719,6191,Bachelor,Married,No,1
40,12027,484,0,1.3756349475884482,17605,Bachelor,Married,Yes,1
47,41212,541,2,2.0948323680027525,12086,Graduate,Married,Yes,1
72,61382,476,5,1.3225958715069546,20814,Bachelor,Married,No,1
58,19842,676,2,2.2691691098773155,5098,High School,Single,No,1
28,82521,322,0,0.8064231843865194,25345,High School,Married,No,1
58,41764,550,4,0.7977191971610823,8305,Graduate,Married,No,0
47,64332,533,1,2.427776345987752,16388,Bachelor,Married,No,1
55,28421,453,0,3.0,21938,Graduate,Single,No,1
39,26305,535,4,0.3796762948362259,3069,High School,Married,No,1
23,41744,529,2,0.46478473565071576,10686,High School,Married,No,1
42,65065,579,4,1.2974808940531712,9752,High School,Married,No,1
48,18177,580,2,1.1550364894015972,4185,Bachelor,Married,Yes,1
26,42501,750,1,0.3383043350444883,619,Bachelor,Married,Yes,0
40,72760,606,1,1.3265059368841556,6861,Bachelor,Divorced,No,1
32,8000,781,0,0.4049875941747745,3507,Bachelor,Married,No,0
25,60843,479,2,1.182145835310699,14095,Graduate,Married,Yes,1
65,37924,567,3,3.0,12575,High School,Single,No,1
30,49518,612,7,0.7151866974347225,2940,Bachelor,Single,No,1
35,69560,485,1,0.9115631366008394,15243,Graduate,Single,No,1
44,34013,685,0,0.7796259385761797,818,Bachelor,Single,No,0
18,58034,498,5,0.43708397860324844,1834,Bachelor,Single,No,1
57,24054,398,2,1.114105581080619,16612,Graduate,Married,No,1
69,55638,850,3,1.2276008347687135,500,Graduate,Single,Yes,1
60,84207,413,1,0.5445588177556617,20452,High School,Married,No,1
18,21034,314,0,1.280742638729136,19489,Graduate,Single,No,1
69,33287,618,0,1.3366085780803014,13388,Bachelor,Single,No,1
66,51073,502,1,0.6310398293644885,20775,High School,Single,No,1
60,49010,492,3,0.8935171015984803,14587,Bachelor,Single,No,1
32,15049,818,5,1.223390695873086,4046,Other,Married,No,1
21,9052,343,2,0.57840530460959,11645,Bachelor,Married,No,1
65,49253,850,0,1.1533118952802495,12939,High School,Single,No,1
41,44877,562,0,1.633308767207911,12117,Bachelor,Married,No,1
62,83544,583,4,1.6471868646615166,9517,High School,Married,No,1
62,70349,507,2,1.5833831424733038,14782,High School,Married,No,1
26,70685,523,4,1.2070979491926335,10894,High School,Married,No,1
27,27774,451,2,0.4707880256894943,18881,High School,Married,No,1
56,78417,624,0,0.8725698312031819,13518,High School,Married,No,0
60,50073,556,0,0.9449724590095087,14328,High School,Married,No,0
48,32589,586,4,2.375137865369801,8958,Bachelor,Single,No,1
28,39415,551,2,0.28390226108012817,10114,High School,Married,No,0
57,51330,739,3,1.6517119354435894,7276,High School,Divorced,No,1
28,49644,461,0,1.1156606057579281,16728,Graduate,Married,No,1
43,42584,700,2,0.28782025469921435,6559,Bachelor,Married,No,1
72,37335,850,0,1.6623100629712453,14836,Bachelor,Married,No,1
68,64884,530,3,1.266601177785996,15439,High School,Single,No,1
18,52240,415,2,0.5880731291733816,14405,High School,Married,No,1
59,68895,566,3,1.3075867996933843,7989,High School,Married,No,1
29,34312,397,0,0.6248127413578082,18376,High School,Married,No,1
42,55451,786,1,1.5265121573179923,4616,High School,Married,No,1
62,32528,382,1,0.5780985668021438,28224,High School,Married,No,1
25,53162,300,2,2.0349925940357654,27696,High School,Single,Yes,1
72,66204,850,4,1.3357278359450766,5968,High School,Married,No,1
70,38378,596,1,0.9718588524520809,22125,Bachelor,Married,No,0
52,46476,705,1,0.807974354927155,16846,High School,Married,No,1
54,27551,697,1,1.1927999891120764,19703,Bachelor,Single,Yes,1
21,18417,521,0,0.7451534675859302,2842,Bachelor,Married,No,1
62,63647,652,0,1.6808089917178397,15562,Bachelor,Married,No,1
35,18728,390,3,1.765925246203782,14940,High School,Married,No,1
28,32016,568,0,0.0709303631426712,5988,Graduate,Divorced,No,0
48,67903,580,1,2.3659091481031793,8527,Bachelor,Divorced,No,1
85,33521,547,4,1.2400623889567897,33064,High School,Single,No,1
64,71837,661,1,1.5318568563473378,8057,Graduate,Single,No,1
65,51281,494,4,0.8428018333833687,21342,Graduate,Divorced,No,1
34,49367,507,4,0.04732131378496285,1359,High School,Divorced,No,1
65,8000,546,1,1.0269445903116898,13432,High School,Single,No,1
39,73252,497,2,0.8687378245389915,805,Graduate,Single,No,1
18,46754,437,4,0.5403198352451812,9753,Graduate,Single,Yes,1
18,41030,616,0,0.7217199838328019,3131,High School,Divorced,No,0
50,61813,568,1,0.9663082591717365,7149,High School,Single,No,0
32,43810,667,1,0.5933611443328961,12659,Bachelor,Married,No,0
21,47499,519,3,0.48229027533129354,4625,Bachelor,Married,Yes,1
64,103169,535,1,2.083130039140534,6792,Bachelor,Single,No,1
18,8000,577,1,0.423646925660738,3951,Bachelor,Married,No,0
71,91980,739,6,2.7343503194886427,8654,Bachelor,Single,No,1
33,36475,516,2,1.280123997921709,9414,Graduate,Married,No,1
70,69655,659,0,1.386036406255885,15733,High School,Single,No,1
27,50902,698,4,0.9928423474292308,15871,High School,Married,No,1
62,41245,321,2,3.0,31697,Graduate,Married,No,1
52,26575,597,3,0.914539738455438,9805,Graduate,Single,No,0
76,47446,510,1,0.9701753709558459,32688,Bachelor,Single,No,1
38,49894,727,4,0.8889634486751885,4439,Bachelor,Married,No,0
53,54906,494,6,0.6710994576832657,3356,High School,Single,No,1
31,27251,588,1,0.7317456437975296,12099,Bachelor,Married,No,0
58,49305,527,0,1.0799347384332225,12734,Bachelor,Married,No,1
25,71084,589,4,0.10954411577117251,8646,High School,Married,No,0
18,70162,416,0,0.10673186560426862,11689,High School,Married,No,1
40,41381,643,0,1.5410330456074957,6447,Bachelor,Married,No,1
18,26568,414,5,0.03165847099209618,13443,High School,Married,No,1
45,13773,751,5,1.0431965233003435,2002,High School,Married,No,1
50,67562,731,0,1.6597166311064022,10524,High School,Single,No,1
40,54203,624,1,0.5177326051472013,4735,High School,Single,No,0
36,44046,811,3,0.618751845602961,7748,High School,Married,No,1
45,97770,472,0,1.586549627255882,13462,Graduate,Married,Yes,1
25,56994,763,1,1.0836156260196228,22245,Bachelor,Married,Yes,1
18,68515,300,3,0.35182967769900286,13682,Bachelor,Single,No,1
18,24122,413,1,0.9624970825670415,16453,Graduate,Married,No,1
40,33629,473,4,0.002653599157225739,5117,Bachelor,Single,No,1
48,36774,747,3,1.3830271971852823,5237,High School,Single,No,1
57,24822,530,6,0.9153394416688058,11572,Bachelor,Married,No,1
28,29021,519,5,1.7249029263243005,14566,Bachelor,Single,No,1
49,34986,510,0,2.1015301627282965,13384,Graduate,Married,Yes,1
55,38605,522,0,1.2463797867632977,11672,Bachelor,Single,No,1
42,24616,508,2,2.2144526048515214,13794,High School,Married,No,1
58,43984,401,5,0.6926700104700614,20917,High School,Married,No,1
57,55994,576,0,1.1915837954267208,11782,Bachelor,Single,No,1
62,39889,406,0,1.1378802870042657,20265,Bachelor,Single,No,1
55,48672,607,1,1.3595800853435431,6448,Bachelor,Married,No,1
50,19081,519,2,1.3219085941131468,6302,Bachelor,Married,No,1
51,46725,832,2,1.7252924272758763,14098,Other,Married,No,1
39,50949,701,0,0.6335177029346069,1736,Bachelor,Single,No,0
26,35753,573,0,0.7122714725147754,8505,High School,Married,No,0
62,31175,789,2,2.7052114776667366,1602,High School,Married,No,1
75,56726,666,0,3.0,12167,High School,Married,No,1
60,79568,794,3,1.9053453470696622,12654,High School,Married,No,1
53,46134,394,1,0.4143968161446713,19504,High School,Single,Yes,1
45,41945,590,0,0.04811520473711717,2472,High School,Single,No,1
75,40684,529,1,1.305193756650862,27589,High School,Married,No,1
47,41929,515,0,2.141333436251492,13387,High School,Divorced,No,1
77,48042,571,0,1.4002000474903373,23221,Graduate,Single,No,1
18,68798,333,5,0.019835626099401704,14292,High School,Married,Yes,1
18,61554,422,4,0.6761384440177971,14534,Bachelor,Single,No,1
34,32227,616,0,0.8993682899138892,3432,Bachelor,Single,No,0
76,81624,456,5,1.4601513963121613,26300,Other,Single,No,1
61,56361,525,0,1.332889633942331,11462,High School,Single,No,1
46,46919,624,4,0.8063064269165651,25765,Bachelor,Married,No,1
53,52961,637,2,0.787387723722878,4161,Other,Married,No,0
45,46121,440,0,1.8620026257631697,20083,Graduate,Single,No,1
48,46920,750,0,1.5110349437781831,841,Graduate,Single,Yes,1
74,79311,489,2,1.7377661695298423,18279,High School,Married,No,1
43,30585,560,4,1.9746513815838131,8008,High School,Single,No,1
26,47936,518,6,0.023594035922486434,17790,Bachelor,Married,No,1
18,55622,463,0,0.30152698328237504,8083,Graduate,Single,No,1
80,67630,696,3,2.366856531254453,9467,Bachelor,Married,No,1
27,47917,738,0,0.08776753455134934,3055,Bachelor,Single,No,0
51,20756,469,4,0.44907296142486064,14063,High School,Single,No,1
25,14445,772,1,0.3282728300664659,1868,Graduate,Single,No,0
57,54594,424,5,2.212535932644116,25473,High School,Single,No,1
18,22328,604,2,0.2471378162038963,3721,High School,Married,No,0
67,40482,420,2,0.6993320185328855,20476,Bachelor,Married,No,1
22,48285,735,0,0.9205177320168122,5482,Bachelor,Single,No,0
52,51734,850,4,0.08657537633022372,7155,High School,Single,No,0
54,50682,486,1,0.7890856773778481,12250,High School,Married,No,1
47,96097,614,0,1.7708512851515228,1539,Bachelor,Married,No,1
46,60278,636,2,2.055178800420723,7895,High School,Divorced,No,1
58,34984,616,3,1.4731799755078259,5024,Bachelor,Married,No,1
18,69042,593,1,0.39384990078442705,4678,High School,Married,No,0
76,43350,593,7,1.574181797637564,20202,Bachelor,Married,No,1
28,77335,568,2,0.3691767792397953,8401,Bachelor,Divorced,No,0
62,38025,755,0,1.0923309916588524,17299,High School,Married,No,1
52,9042,611,1,0.48404137418609083,14146,High School,Single,No,0
19,43816,392,2,0.07743183077952154,12149,High School,Single,No,1
46,32401,600,2,1.7532112457543036,14932,High School,Single,No,1
53,83296,734,4,1.5031508822095394,8273,Other,Married,No,1
66,10891,475,6,1.50334193556224,20656,High School,Married,Yes,1
40,58824,651,7,1.255516145348289,7711,Graduate,Married,Yes,1
38,60692,845,0,1.5232374789572567,1232,High School,Single,No,1
69,60729,588,0,1.3023178234384203,14859,Bachelor,Married,No,1
45,47431,508,5,0.35422377959246554,6460,Graduate,Married,No,1
66,47706,510,0,0.819288279182533,27295,Bachelor,Single,No,1
49,91087,570,0,0.9831002075354599,4252,Bachelor,Married,No,0
25,30408,512,0,0.9173900989923741,8124,Bachelor,Married,Yes,1
